ANDY,Andy,,,,,
WOODY,Woody,,,,,
MRS_DAVIS, Mom,
MR_POTATO_HEAD,Potato_Head,
HAMM,Hamm,
SARGENT,Sargent,
SLINKY,Slinky,
REX,Rex,
BO_PEEP,Bo_Peep,
BUZZ,Buzz,Buzz_Lightyear,
SID,Sid,Sid_Phillips
HANNAH,Hannah,
