HELLBOY,Hellboy,
BROOM,Broom,Trevor,
LIZ,Liz,Liz_Sherman,Sherman,
MYERS,Myers,John,
GRIGORY,Grigory,Rasputin,
MANNING,Manning,Tom,
ABE,Abe,
SAMMAEL,Sammael,
KROENEN,Kroenen,
ILSA,Ilsa,
CLAY,Clay,
LIME,Lime,
MOSS,Moss,
QUARRY,Quarry,
MATLIN,Matlin,
