THE_OTHER,
NICK_FURY,Nick,Fury
AGENT_HILL,Hill
AGENT_COULSON,Coulson
SELVIG,Selvig
LOKI,Loki
TONY,Tony,Stark
JARVIS,Jarvis
STEVE,Steve,Rogers,Captain,CAPTAIN,Cap
BANNER,Banner,Bruce,Hulk
THOR,Thor,Odinson
NATASHA,Natasha,Romanoff,Widow,Tasha
BARTON,Barton,Clint,Hawkeye
PEPPER,Pepper,Potts
