Ras_Al_Ghul,
WAYNE,Wayne,Batman,BATMAN,Bruce,Bruce_Wayne,
ALFRED,Alfred,
GORDON,Gordon,James_Gordon,Commissioner_Gordon,Commissioner,
CATWOMAN,Catwoman,Selina,
BANE,Bane,
MIRANDA,Miranda,Miranda_Tate,Talia
BLAKE,Blake,
FOX,Fox,Lucius,Lucius_Fox,
FOLEY,Foley,
PAVEL,Doctor,doctor,Pavel
DAGGET,Dagget,
STRYVER,Stryver,
Cpt_Jones,Jones,
CRANE,Crane,Jonathan_Crane,
CIA_Man,Operative,
